	SYMBOL	adj.P.Val	FC	CHR	CHRLOC	mean.NF	mean.WD
201383_s_at	NBR1	0.787102605523923	-1.02691716030828	chr17	41362964	92.3154868134533	89.8957485389963
206096_at	ZNF35	0.787102605523923	-1.01414465067329	chr3	44701466	44.6809022295597	44.0577211543697
212726_at	PHF2	0.787102605523923	-1.02136835046076	chr9	96439869	68.2964902522191	66.8676391053325
211077_s_at	TLK1	0.787102605523923	1.01268716604383	chr2	171862983	4.69191379096937	4.75144088029875
210771_at	PPARA	0.787244577984847	1.0143434837062	chr22	46615708	4.93280516963182	5.00355878020831
200723_s_at	CAPRIN1	0.787274863036274	-1.02448192084268	chr11	34120849	853.33450212196	832.942470492844
218820_at	C14orf132	0.787425875960389	-1.0725921110991	chr14	96556765	9.30273306925002	8.67313210025136
207388_s_at	PTGES	0.787550683337216	-1.03464289316786	chr9	132501702	21.9177779489833	21.1839061513057
210755_at	HGF	0.788553349889907	-1.00306742145231	chr7	81380204	4.59350427960251	4.57945715448691
205532_s_at	CDH6	0.788613916274857	-1.00861458081326	chr5	31322924	4.77437775591413	4.73359977808813
207594_s_at	SYNJ1	0.788613916274857	1.00298938228536	chr21	34003299	4.55982954042421	4.5734606140766
204084_s_at	CLN5	0.789131599440852	-1.03681971559754	chr13	77574592	102.977386994729	99.3204367601953
220416_at	ATP8B4	0.78932667531781	-1.09570299047498	chr15	50151198	40.1490084749632	36.6422368324091
201523_x_at	UBE2N	0.78932667531781	-1.05944739347317	chr12	93803132	320.883625114293	302.878299659924
222035_s_at	PAPOLA	0.78952130921269	-1.04209875767535	chr14	96997811	548.902099640396	526.727525196224
208946_s_at	CNTD1;BECN1	0.790181283233577	1.02454920507448	chr17	40962358	441.504665155809	452.34325372206
202288_at	MTOR	0.790181283233577	-1.01818109608691	chr1	11166946	15.9169500451128	15.6327298810448
219034_at	PARP16	0.790280907235847	1.01460983602314	chr15	65550431	20.3416767364513	20.6388652980066
209211_at	KLF5	0.790531120448916	-1.06224554791931	chr13	73635998	6.92105703259103	6.5154963898392
201241_at	DDX1	0.790840040064769	-1.02810788676988	chr2	15770899	968.890377382053	942.401463747276
211537_x_at	MAP3K7	0.790967447754313	1.04221641978293	chr6	91226104	93.1820433557705	97.1158556143086
210878_s_at	KDM3B	0.791110140212695	1.03357867714416	chr5	137771308	191.995145708292	198.442088719276
201322_at	ATP5B	0.791670459427021	-1.03998412981344	chr12	57033763	2650.02239882966	2548.13734446605
202864_s_at	SP100	0.791670459427021	1.02760828834805	chr2	231334729	434.336170484603	446.32744871933
37145_at	GNLY	0.791760258635955	-1.04645965869926	chr2	85925686	5.85740970074541	5.59735834253381
216112_at	NA	0.792093686195412	1.01701976130199	NA	NA	12.9403455792715	13.1605871721959
219988_s_at	RNF220	0.792187692453235	1.03091627211435	chr1	45115554	220.872364330931	227.700914449125
210360_s_at	MTSS1	0.792405521809587	1.00279652176016	chr8	125575022	4.56518854609139	4.57795519519976
218983_at	C1RL	0.792421480746034	-1.0628293687669	chr12	7247166	140.477810881826	132.173437251559
204804_at	TRIM21	0.792421480746034	1.02840313998101	chr11	4406137	25.9561093377205	26.6933443446023
205061_s_at	EXOSC9	0.793020618983381	1.02063492427908	chr4	122722747	111.165936506071	113.459837188286
215023_s_at	PEX1	0.793046049590562	-1.02320979500262	chr7	92119027	5.83785076892353	5.70542893298687
211740_at	NA	0.79313498552938	-1.00277038602413	NA	NA	4.57563122925806	4.56298998557376
204005_s_at	PAWR	0.79313498552938	-1.05962788770726	chr12	79985944	13.6939237085553	12.9233326787814
219974_x_at	ECHDC1	0.79313498552938	-1.04645775858252	chr6	127610928	302.585287622116	289.151936750874
203078_at	CUL2	0.793315074943804	1.03335929439343	chr10	35298108	8.55130428950235	8.83656976674372
213753_x_at	EIF5A	0.793315074943804	-1.0353964702002	chr17	7215253	696.829857823078	673.007758746118
208469_s_at	EGFL8	0.793315074943804	-1.021139924506	chr6	32134863	19.3612764358478	18.9604538723861
203031_s_at	UROS	0.794308494005796	1.03906915247933	chr10	127477151	173.949565535161	180.745627634767
216155_at	NA	0.794562224350422	-1.02100699406662	NA	NA	5.28458441493842	5.17585525432121
218760_at	COQ6	0.794879509099068	1.05096263835296	chr14	74427875	9.73170956087764	10.2276631557846
201909_at	RPS4Y1	0.794913533328006	-1.31120544796261	chrY	2712117	150.056692591821	114.441785476855
201025_at	EIF5B	0.795852470943936	-1.019786714728	chr2	99977610	32.4821735572569	31.8519285338215
200725_x_at	RPL10	0.795902761263071	-1.01450849377362	chrX	153629042	12166.5570900453	11992.5630635085
212388_at	USP24	0.795902761263071	-1.02701544229031	chr1	55533504	309.768553167391	301.620151374344
220219_s_at	NA	0.796096479511617	1.02729608862057	NA	NA	77.2455325624682	79.3540334648359
212019_at	RSL1D1	0.796195923012623	1.02875124154293	chr16	11930453	7.8604579994757	8.08645592605669
216274_s_at	SEC11A	0.796195923012623	-1.02101833127815	chr15	85230855	2052.80864235567	2010.55023153784
209511_at	POLR2F	0.796195923012623	1.01338316966932	chr22	38363631	515.770441361844	522.673084689011
204776_at	THBS4	0.796195923012623	-1.12284113427489	chr5	79351607	429.814775881494	382.792153548115
221786_at	C6orf120;PHF10	0.796195923012623	-1.03234852256152	chr6	170103637	148.348824004255	143.700330617187
214587_at	COL8A1	0.796195923012623	-1.0531919018856	chr3	99513073	6.0253820182462	5.72106755422118
203167_at	TIMP2	0.796195923012623	1.06328348962014	chr17	76921040	221.04226756026	235.030593605022
222379_at	KCNE4	0.796485339181193	1.06624485869262	chr2	223919877	7.49117965147277	7.98743178892564
204028_s_at	RABGAP1	0.796485339181193	-1.02196503164078	chr9	125865369	376.725425028734	368.628488612663
222148_s_at	RHOT1	0.796487120047978	-1.02276609407097	chr17	30551634	446.759234506698	436.8146706237
41047_at	C9orf16	0.796906510480336	1.05341379934456	chr9	130925865	275.707285004767	290.433858603845
204275_at	CAPN15	0.797122581283096	1.04736761187449	chr16	596816	44.4483583238748	46.5537709094185
209962_at	EPOR	0.797122581283096	1.03482492392357	chr19	11488562	9.40246188314442	9.72990190291915
201048_x_at	RAB6A	0.79718867061862	-1.01284245283146	chr11	73427295	5.03426446935529	4.97043193172018
41657_at	STK11	0.797206398636055	1.01641227856158	chr19	1206574	5.18327652882018	5.26834590707288
207585_s_at	RPL36AL	0.797270638136801	-1.02358059516682	chr14	50085495	3731.4340479663	3645.47165663899
206178_at	PLA2G5	0.797372681442603	-1.03778116209966	chr1	20417060	7.61502716171001	7.33779667603826
203158_s_at	GLS	0.797628279402395	1.04015615591823	chr2	191827555	7.25182622888787	7.54303169362697
213134_x_at	BTG3	0.797634685222978	-1.04556390007447	chr21	18965970	602.850033949143	576.578852718807
209190_s_at	DIAPH1	0.797895603126281	-1.04292013029476	chr5	140895541	63.0584389079632	60.4633442928569
205422_s_at	ITGBL1	0.798004257635423	1.10738524406235	chr13	102367912	19.9225529557848	22.0619411672868
206987_x_at	FGF18	0.798015755491521	-1.07828779016492	chr5	170883542	13.9188209874146	12.908261703757
215938_s_at	PLA2G6	0.798148503160297	-1.04462323383871	chr22	38507898	8.11308119996439	7.76651421982165
211621_at	AR	0.798703497691836	-1.02782600316957	chrX	66765168	5.47007285570076	5.32198333067304
212013_at	PXDN	0.798719930050218	-1.06606914554824	chr2	1651943	1111.28227274034	1042.41106440506
202258_s_at	N4BP2L2	0.799137648311337	1.02294103155786	chr13	33109905	1058.49970171393	1082.78277677493
210200_at	WWP2	0.799137648311337	-1.00921139451558	chr16	69942663	4.93867695864317	4.89360007772574
202927_at	PIN1	0.799137648311337	-1.02062382380931	chr19	9959765	142.089434123555	139.218222041133
211085_s_at	STK4	0.799528628427955	1.04545878794366	chr20	43615772	14.174861536613	14.8192335613366
214177_s_at	NA	0.799597178176243	-1.03762902849164	NA	NA	267.141682997237	257.4539413046
216061_x_at	PDGFB	0.799681302799169	1.03889847458468	chr22	39619688	64.9122670181928	67.4372551870336
222356_at	NA	0.799681302799169	-1.03509403829066	NA	NA	11.4101926959975	11.0233392077498
213094_at	GPR126	0.799681302799169	1.07616304143416	chr6	142766218	11.0911168873055	11.9358500823444
201850_at	CAPG	0.800509202030996	1.07664318983013	chr2	85621890	132.754837374615	142.929591576386
218212_s_at	MOCS2	0.800736103506554	1.03389611929214	chr5	52393891	71.0063665450142	73.4132068159251
210703_at	NA	0.800965147380025	-1.00267752973836	NA	NA	4.57520373463161	4.56298620337633
220746_s_at	UIMC1	0.800998496537578	1.02705550694732	chr5	176332050	75.50727623507	77.5501638718209
202368_s_at	TRAM2	0.800998496537578	1.0421679837525	chr6	52365507	105.58434039248	110.036619142668
201248_s_at	SREBF2	0.801323955819834	1.03194872038401	chr22	42301443	20.4620521315955	21.1157885136308
211407_at	NDUFB7	0.801323955819834	-1.01258439439345	chr19	14682700	4.83663308599658	4.77652343130746
212211_at	ANKRD17	0.801403293206624	1.02335691738456	chr4	73956383	217.596881365616	222.679273746811
218137_s_at	SMAP1;B3GAT2	0.802345205817546	1.02263317463868	chr6	71569902	309.506618993692	316.511736353203
213302_at	PFAS	0.802345205817546	1.04094930096962	chr17	8172603	26.3945778718482	27.4754173850884
215825_at	NA	0.802452693936335	-1.00270143029935	NA	NA	4.58054555214515	4.56820486510888
201604_s_at	PPP1R12A	0.802542818893654	1.03874432186767	chr12	80168416	151.813452569596	157.695361839795
202056_at	KPNA1	0.802542818893654	1.04554302103667	chr3	122142426	86.1248826396315	90.0472699814689
212572_at	STK38L	0.802542818893654	1.05949357001159	chr12	27475260	134.846561975011	142.869065350693
222119_s_at	MSH6;FBXO11	0.802590165142914	-1.03992625155581	chr2	48034061	159.534121588251	153.409072373715
211383_s_at	WDR37	0.803026269413534	-1.03228838234722	chr10	1175152	57.3553128200501	55.5613274360751
204925_at	CTNS	0.803414173372689	1.02854165368762	chr17	3563529	8.10083624311043	8.33204750574139
208931_s_at	ILF3	0.804045267701428	-1.04085479162807	chr19	10795091	265.455372540532	255.03593265427
218132_s_at	TSEN34	0.804094844780657	-1.02080181850315	chr19	54697089	253.270605314698	248.109477005126
204857_at	MAD1L1	0.804558416669081	1.04943984962695	chr7	1855432	32.2050595127299	33.7972728122664
200074_s_at	RPL14	0.804692308404126	1.0209696706063	chr3	40503526	3804.94559639726	3884.7340522286
201748_s_at	SAFB	0.804849650927386	1.02255312376652	chr19	5648999	318.342986705281	325.522615484649
221021_s_at	CTNNBL1	0.804849650927386	1.02387476896233	chr20	36500326	293.575013344215	300.58404896092
211725_s_at	ENO1;BID	0.804912207017686	-1.03662334005166	chr1:chr22	NA	18.5909758669031	17.9341667784333
218097_s_at	CUEDC2	0.805157782336054	-1.02156632257822	chr10	104183005	369.019624077562	361.229237810262
206959_s_at	UPF3A	0.805157782336054	-1.02726939300195	chr13	115070263	106.379548377329	103.55564869548
222113_s_at	EPS15L1	0.805219229979651	1.03416714092915	chr19	16472402	10.3373128130998	10.6905092368137
218524_at	E4F1	0.805219229979651	1.03907527268882	chr16	2285332	77.75621211349	80.7945573050738
215109_at	RC3H1	0.805219229979651	1.01135628865421	chr1	173989273	5.74714450845151	5.81241074042695
211546_x_at	SNCA	0.805219229979651	-1.01377102609999	chr4	90743396	76.0691975795028	75.0358765648914
205261_at	PGC	0.806521445035884	1.00286145487564	chr6	41704451	4.5640373650487	4.57709715201951
203789_s_at	SEMA3C	0.806771375880774	-1.07915801503623	chr7	80373652	935.740783464851	867.102658208436
212044_s_at	RPL27A	0.806821672000381	-1.04951011065828	chr11	8706264	327.51068055432	312.060529220528
203357_s_at	CAPN7	0.80684486310274	-1.04216412261764	chr3	15292622	116.550415392505	111.834991114222
203536_s_at	CIAO1	0.806955333473512	-1.02788800664649	chr2	96936848	95.2866754148465	92.7014176629235
213048_s_at	SET	0.807054965951632	-1.05293018750419	chr9	131457429	1516.39788583682	1440.16944697085
220898_at	RP11-648L3.2	0.807173906433174	-1.02779793887494	chr8	59010199	5.99527298251167	5.83312415383346
217519_at	NA	0.80721049765729	-1.04632870654316	NA	NA	6.39847138000663	6.11516375302917
209668_x_at	CES2	0.80721049765729	1.06212191226536	chr16	66977741	98.62427484334	104.751003392393
205277_at	PRDM2	0.807265440043739	1.03250965159442	chr1	14106394	68.2946622411174	70.5148979163348
213944_x_at	GNA11	0.807265440043739	-1.02574734292078	chr19	3123449	309.838468672454	302.061195489132
204726_at	CDH13	0.807560119706587	-1.03588396865947	chr16	83829220	6.57064816880036	6.3430349031305
206351_s_at	PEX10	0.807560119706587	-1.03462492150143	chr1	2339890	9.60557858907602	9.28411677454718
203845_at	KAT2B	0.807560119706587	-1.04136430682288	chr3	20194017	189.956753060828	182.411430674412
203715_at	TBCE	0.80786778913145	-1.02213846974494	chr1	235611984	25.1697887229068	24.6246369429646
211297_s_at	CDK7	0.80786778913145	-1.03956293769111	chr5	68572933	82.7609632050653	79.6113060637574
201599_at	OAT	0.808992738208675	1.02692740407736	chr10	126085871	1379.70457899823	1416.8564417043
207170_s_at	LETMD1	0.808992738208675	-1.05663597627967	chr12	51453143	238.895518112477	226.090653238601
207573_x_at	ATP5L	0.808992738208675	-1.01887688207204	chr11	118279714	4216.8803985751	4138.7536342953
209932_s_at	DUT	0.809229487326339	1.02233277824415	chr15	48623650	784.773727241401	802.299904863718
219660_s_at	ATP8A2	0.809319459395416	1.04165732525014	chr13	26594215	5.25992438158412	5.47903876233892
64440_at	IL17RC	0.809327421257572	1.0176074974267	chr3	9971711	6.40858404398008	6.52142317104323
209894_at	LEPR	0.809663314971581	-1.09462673694888	chr1	66098834	452.69167422119	413.558027536403
213725_x_at	XYLT1	0.809663314971581	1.04764420162032	chr16	17197058	222.552255601059	233.155580137971
214800_x_at	BTF3	0.810036972991502	1.03836025877328	chr5	72801045	2486.44160495726	2581.82214834807
207659_s_at	MOBP	0.810259319908413	-1.00407805464781	chr3	39544025	4.61154318370692	4.59281343951338
218468_s_at	GREM1	0.810259319908413	1.13265946771729	chr15	33022890	12.8133289522797	14.5131383507756
211654_x_at	HLA-DQB1	0.810259319908413	1.07934479368045	chr6	32629743	245.691152714574	265.185466535824
201454_s_at	NPEPPS	0.810365061342376	-1.01900622513626	chr17	45699133	445.669384046625	437.356880707014
220987_s_at	NUAK2	0.810511448658285	1.02956269835449	chr1	205271190	8.02100297743732	8.25812546895972
212257_s_at	SMARCA2	0.810865033559052	-1.03666466298635	chr9	2192941	45.5331403455852	43.9227283144932
53202_at	C7orf25	0.810927710705286	-1.01269161115274	chr7	42949012	4.84987958730838	4.78909821499144
213791_at	PENK	0.811363347759086	-1.0642010018599	chr8	57353512	8.51503102110984	8.00133715926614
204418_x_at	GSTM2	0.812062239911938	-1.0560560225815	chr1	110217470	497.284161492931	470.88805031132
202650_s_at	KIAA0195	0.812105011672121	-1.02664218346332	chr17	73495342	23.7974625529516	23.1798994199442
215157_x_at	PABPC1;PABPC3	0.812172555092792	1.02640668103331	chr8:chr13	NA	7575.7179985818	7775.76756736853
212901_s_at	CSTF2T	0.812243925978082	1.02476184888232	chr10	53455245	27.2702156649508	27.9454766242346
202530_at	MAPK14	0.812396268204535	1.03442929283868	chr6	36076156	387.972731923754	401.330358724582
215739_s_at	TUBGCP3	0.812396268204535	1.02281247099421	chr13	113212509	5.87739426615594	6.01147215237418
201953_at	CIB1	0.81248597034246	1.02500024836291	chr15	90773476	511.830066030384	524.625944800748
200816_s_at	PAFAH1B1	0.812918899238035	1.0212428399871	chr17	2585022	693.667006046871	708.402463260652
206995_x_at	SCARF1	0.813324957135814	1.02676801557596	chr17	1537684	5.36200156397252	5.50553170535523
220005_at	P2RY13	0.813324957135814	1.05825375373019	chr3	151045523	9.71719657157846	10.283259747607
221756_at	PIK3IP1	0.813324957135814	1.05944390526965	chr22	31677797	113.706763417489	120.465937490596
220560_at	C11orf21	0.813644798455876	1.00310570823994	chr11	2318006	4.58057708159379	4.59480301757976
204446_s_at	ALOX5	0.814924511099531	1.0971793187915	chr10	45940955	178.292068121436	195.618369847404
203277_at	DFFA	0.815082380264814	-1.04256556906965	chr1	10520965	134.102521840677	128.627422407922
218125_s_at	CCDC25	0.815155628584274	1.00781563636337	chr8	27592106	84.5330460205742	85.1937255689585
209060_x_at	NCOA3	0.815215017889508	1.05190509019734	chr20	46282240	17.6997350828447	18.6184414287888
219052_at	HPS6	0.815215017889508	1.01546637684555	chr10	103826330	18.9497603338878	19.2428444683445
219192_at	UBAP2	0.815215017889508	1.02538855657567	chr9	33921690	264.791901744249	271.51458592246
203884_s_at	RAB11FIP2	0.81556048745838	1.03960619814256	chr10	119764428	94.7132240735879	98.4644547929666
205178_s_at	RBBP6	0.815627449456012	-1.0294786417632	chr16	24580065	341.555224626537	331.774949737229
203550_s_at	FAM189B	0.815627449456012	1.03192141682683	chr1	155224443	161.398242576831	166.550303153243
205206_at	KAL1	0.816230417107661	-1.09126976793789	chrX	8496914	118.446485093587	108.540059088604
202250_s_at	DCAF8	0.816391390256121	1.04346931935012	chr1	160185961	120.922748861975	126.17917844895
203978_at	NUBP1;TVP23A	0.816391390256121	-1.02199745600891	chr16	10862903	41.4518690476697	40.5596597173017
215130_s_at	IQCK	0.816908331266195	1.01414556173145	chr16	19746674	6.9384208563508	7.03656871689307
212157_at	SDC2	0.816908331266195	-1.03643665908687	chr8	97621612	324.728263010805	313.312212727883
212068_s_at	PRRC2B	0.817034884667111	1.03138975518055	chr9	134373678	376.044820905209	387.848775770337
212895_s_at	ABR	0.817044794198139	-1.03274645352076	chr17	906758	202.005380929996	195.600169084421
202527_s_at	SMAD4	0.817134897079064	1.03795237417811	chr18	48605008	107.266656707183	111.337680999369
219720_s_at	GPATCH2L	0.817284088711839	1.00692596376806	chr14	76668033	5.24206642418125	5.2783727863049
205037_at	IFT27	0.817284088711839	-1.02790646130445	chr22	37171717	40.9471957787964	39.835527180978
221501_x_at	AC138969.4;NPIPA7;NPIPA8;RP11-1212A22.4	0.817597892596826	-1.0361783729603	chr16	16443947	2880.54313355484	2779.9683999631
208993_s_at	PPIG	0.817728724977257	-1.02123081675683	chr2	170492922	433.402149898224	424.391961921594
202914_s_at	ARHGEF11	0.818171026571269	1.02968894646479	chr1	156905315	6.36433016943294	6.55328042711752
208997_s_at	UCP2	0.818235559411151	1.07516409085054	chr11	73689297	650.611888487779	699.514539582517
222157_s_at	WDR48	0.818477804202552	1.03044076844074	chr3	39105760	26.5333094519589	27.3410037809525
207755_at	NA	0.818634745136014	-1.00509878407723	NA	NA	4.6315354445885	4.60804004338804
212471_at	NA	0.818634745136014	1.00454313177309	NA	NA	4.84180297957693	4.86379992853252
213037_x_at	STAU1	0.818729273331246	-1.01725996080587	chr20	47729969	1547.95091156901	1521.68665946778
204200_s_at	PDGFB	0.81911027637998	-1.046532160428	chr22	39640235	65.8219805710752	62.8953252083108
212244_at	GCOM1;POLR2M	0.82038850937356	1.034515338284	chr15	58006733	155.190589601901	160.547045300504
209216_at	WDR45	0.821232154756698	-1.02371313229414	chrX	48932295	485.911145005331	474.655574571368
212577_at	SMCHD1	0.821651900075697	1.04117474699597	chr18	2803691	121.233592170476	126.225354655508
201901_s_at	YY1	0.821705334895127	-1.02941944009368	chr14	100705466	497.40755122962	483.192304182982
202158_s_at	CELF2	0.822300723450274	1.04130446474498	chr10	11373418	275.350382231458	286.723582386855
211582_x_at	LST1	0.82243993609837	1.05193054018692	chr6	31556273	113.465059321051	119.357361143934
219460_s_at	TMEM127	0.822567386537536	-1.0337950438813	chr2	96916311	133.136336333505	128.784072937374
215068_s_at	FBXL18	0.822567386537536	1.03285618937619	chr7	5520186	9.32868244898498	9.63518740615915
218493_at	POLR3K;SNRNP25	0.822825744793079	1.04773773894874	chr16	103449	218.93111273114	229.382389038457
214531_s_at	SNX1	0.823209505803897	1.02266731336151	chr15	64423885	182.018016109534	186.143875518128
211252_x_at	PTCRA	0.823292706032509	-1.01249534570278	chr6	42892998	47.8577500756291	47.2671309342273
204808_s_at	TMEM5	0.823441308097637	1.06366703621195	chr12	64202454	193.060073883141	205.351636598141
31837_at	LMF2	0.823441308097637	-1.0320730376476	chr22	50941379	63.0852165885044	61.1247598641797
207919_at	ART1	0.823441308097637	1.00352627526355	chr11	3680812	4.62567335807808	4.64198475561792
200804_at	TMBIM6	0.823441308097637	-1.01879171897802	chr12	50157434	2227.22019201997	2186.13888445632
202374_s_at	RAB3GAP2	0.823665250432311	1.02939163759862	chr1	220344233	36.8261803187864	37.9085620648577
216465_at	SRPX2	0.823994381020779	1.00260308261156	chrX	99919681	4.55982954042421	4.57169915341255
201862_s_at	LRRFIP1	0.824009414190006	-1.04218107909755	chr2	238671245	403.953865755575	387.604298194865
203921_at	CHST2	0.824300666507468	1.04147097481939	chr3	142840157	156.228055030483	162.706984766735
215557_at	NA	0.824317470411921	1.00682232358494	NA	NA	7.94500933128403	7.99921275582739
212345_s_at	CREB3L2	0.824378036459412	-1.03387225140571	chr7	137560792	483.820910967851	467.969722864717
212863_x_at	CTBP1	0.82448505347312	-1.02496900321755	chr4	1205411	1425.48807312135	1390.76212904636
220453_at	NA	0.82455810039677	-1.00305443608067	NA	NA	4.59582580124863	4.58183089165761
203517_at	MTX2	0.824777092200803	-1.02532983606566	chr2	177202220	144.976340357042	141.394832431032
201227_s_at	NDUFB8	0.824777092200803	-1.02240865238241	chr10	102283496	1957.81029648077	1914.89996873431
221430_s_at	RNF146	0.824777092200803	1.043848447228	chr6	127607760	112.426194747225	117.355908814643
201151_s_at	MBNL1	0.825689436144047	-1.07965301540025	chr3	152180173	81.4394211792163	75.4311061216502
214259_s_at	AKR7A2	0.826139894212253	-1.03447613732128	chr1	19630458	446.527994556738	431.64649086348
220890_s_at	DDX47	0.826184622528027	-1.02460781525215	chr12	12982356	802.19982654074	782.933542570452
218412_s_at	GTF2IRD1	0.826523700669257	-1.02595020971776	chr7	73868119	79.1404114713132	77.1386473940928
202843_at	DNAJB9	0.826833188049684	1.0444300192543	chr7	108213342	15.6162729830607	16.3101042923785
200970_s_at	SERP1	0.826833188049684	1.0255279617851	chr3	150260435	549.738964838102	563.77268012427
201845_s_at	RYBP	0.827119750902053	-1.03566305143686	chr3	72423756	486.608307473925	469.851953102713
201893_x_at	DCN	0.827218608185408	1.03641698370524	chr12	91539674	9437.91592814154	9781.61635870803
211916_s_at	MYO1A	0.827272807625997	-1.01138696179418	chr12	57432195	5.39013190531681	5.32944571062575
206385_s_at	ANK3	0.82737903732289	1.05734212638771	chr10	61828394	76.069456087318	80.4314404525218
205054_at	NEB	0.827438047595122	1.00280834193842	chr2	152341852	4.5734298058592	4.58627356058543
202191_s_at	GAS7	0.828030008771647	1.06298067501357	chr17	9815892	271.947213547244	289.074632624509
218982_s_at	MRPS17	0.828030008771647	-1.02419814462496	chr7	56022601	175.15331011292	171.015062888105
217787_s_at	GALNT2	0.828030008771647	-1.03207250741801	chr1	230415048	30.3223364534422	29.3800447502484
202636_at	RNF103	0.828761596536691	-1.01400462093353	chr2	86830522	430.240825110527	424.298682894
202794_at	INPP1	0.828761596536691	1.03977634751242	chr2	191235569	479.322696160063	498.388402293116
205411_at	STK4	0.828969948364415	-1.00227437081923	chr20	43703658	4.57079878384408	4.56042668247423
221998_s_at	VRK3	0.829459162675304	-1.02446398656277	chr19	50484887	211.485748666175	206.435513048869
213832_at	KCND3	0.829459162675304	-1.05341618642683	chr1	112313283	59.0501161161354	56.0558275798213
204918_s_at	MLLT3	0.829608293297227	1.00597274938468	chr9	20345463	4.62401068232988	4.65162873928753
218899_s_at	BAALC	0.830440667862956	-1.02876484905092	chr8	104240216	5.79817736495034	5.63605703509352
219345_at	BOLA1	0.830440667862956	1.02887623405161	chr1	149871610	7.32144690724765	7.53286272173778
202872_at	ATP6V1C1	0.830440667862956	1.03481745395233	chr8	104080879	20.2629594038844	20.968464059867
201043_s_at	ANP32A	0.830440667862956	1.04601362633017	chr15	69076735	109.271532426459	114.299511888054
212740_at	PIK3R4	0.830614674587905	-1.01871166971176	chr3	130397777	268.298939519653	263.370831508749
203245_s_at	NPRL2	0.830683273613409	-1.04001707563503	chr3	50384922	24.4248634530342	23.485060029539
213754_s_at	PAIP1	0.830683273613409	-1.03554815145294	chr5	43527093	317.714014351167	306.807572303997
221892_at	H6PD	0.830683273613409	-1.03655047557373	chr1	9329387	172.838049562082	166.743495502634
202000_at	NDUFA6	0.830754537214122	-1.0304389234332	chr22	42481529	89.036913642613	86.4067841555915
204355_at	DHX30	0.830788947202734	-1.02513482599377	chr3	47887654	91.9639643190217	89.7091406780294
212004_at	SZRD1	0.830788947202734	-1.02017069757132	chr1	16721532	78.1900613755474	76.6440964847267
218697_at	NCKIPSD	0.830862329893525	1.04550539180808	chr3	48711276	140.481825702815	146.874506223335
214881_s_at	UBTF	0.831398437124314	-1.03048759051905	chr17	42284483	52.5298293070317	50.9757029490989
211763_s_at	UBE2B	0.831440004817513	1.01875904607013	chr5	133726159	252.004697225598	256.732064950743
217497_at	TYMP	0.831440004817513	-1.04534168617564	chr22	50966804	147.154581011984	140.771752392604
200923_at	LGALS3BP	0.831557316527268	1.03945231568352	chr17	76967654	1083.96848167284	1126.73354840278
217485_x_at	NA	0.83158088324687	1.02113561618838	NA	NA	282.776948651387	288.753613705004
212104_s_at	RBFOX2	0.831619749578053	1.04163375730161	chr22	36138114	376.208663829066	391.871644033687
208042_at	AGGF1	0.831912473643516	1.01409574506782	chr5	76326280	5.29682039752435	5.37148302751787
202730_s_at	PDCD4	0.832114103408676	1.02835171235009	chr10	112640990	88.7299381336567	91.2455838164635
207266_x_at	RBMS1	0.832127408918196	1.02815239461634	chr2	161131050	977.677503359071	1005.20146624115
212781_at	RBBP6	0.832186564150847	-1.02405537911426	chr16	24582974	125.636899089032	122.685649283635
200097_s_at	HNRNPK	0.832186564150847	1.01652707321871	chr9	86583553	1912.21126056244	1943.8145160754
202197_at	MTMR3	0.832364951094473	1.01906454888219	chr22	30421618	173.64801566279	176.958536745689
206042_x_at	SNRPN;SNURF	0.832950075114521	1.03579552740795	chr15	25213078	242.48093322077	251.160666111779
215451_s_at	AFF1	0.833131476052368	-1.02411286735125	chr4	87967852	7.66555958245953	7.48507300985839
205573_s_at	SNX7	0.833902148198845	1.05530197590072	chr1	99225609	178.936361543587	188.831895897434
205410_s_at	ATP2B4	0.83437559471459	1.01547547161685	chr1	203708673	6.61990460576241	6.72235075159513
205062_x_at	ARID4A	0.834591398736045	1.03241797709824	chr14	58830887	96.5875513716326	99.7187243999737
204225_at	HDAC4	0.834863475580247	-1.03376689230739	chr2	239970381	28.2923416296494	27.3682024837344
211352_s_at	NCOA3	0.834863475580247	1.04591920019563	chr20	46282751	31.2649720020055	32.7006345104764
219583_s_at	SPATA7	0.834863475580247	1.03011657869708	chr14	88904181	25.6385328861734	26.4106777795176
212230_at	PPAP2B	0.834863475580247	1.03606969325239	chr1	56960418	1319.50839225933	1367.10265521208
212055_at	TPGS2	0.834863475580247	-1.04487398449521	chr18	34376082	126.079206247296	120.664508943828
212706_at	RASA4	0.834863475580247	1.06166316394438	chr7	102221790	55.3936894563975	58.8094396108311
202483_s_at	RANBP1	0.834863475580247	-1.01907449113298	chr22	20114474	416.768031384387	408.967190338591
216081_at	LAMA4	0.834863475580247	1.07636280668696	chr6	112499322	89.5132503038695	96.3487333327452
219429_at	FA2H	0.834920363827987	1.00229045392208	chr16	74746852	4.55982954042421	4.5702736198791
202070_s_at	IDH3A;ACSBG1	0.835100804161277	-1.03541305629699	chr15	78461263	148.276015890074	143.204699794265
218206_x_at	SCAND1	0.835358473676077	-1.01955332401748	chr20	34541547	272.292766812929	267.070647899001
218961_s_at	PNKP	0.835742957557714	-1.04110260301517	chr19	50368383	71.8937451601208	69.0553889231542
203526_s_at	APC	0.835742957557714	1.02376637260569	chr5	112173249	10.4990537529227	10.7485781764218
