	SYMBOL	FDR	FC	avg.Control	avg.MDM2_KD_380	NAME
WqEQkplDrN6midEi98	ANGPTL4	0.0478302535974634	2.51	544.47	1363.91	angiopoietin-like 4
cqCkUk4tURFSX3T9yI	TRIM47	0.0478302535974634	-1.43	111.64	78.3	tripartite motif containing 47
ZWm_wXShfV_ygSX92A	PUS1	0.0478580587218571	-1.51	350.96	232.79	pseudouridylate synthase 1
ldUuB4OKBOe3Xt_l1U	UQCC1	0.0478580587218571	-1.44	306.79	213.49	ubiquinol-cytochrome c reductase complex assembly factor 1
lSQl7o6IcSqM6ikqCI	NA	0.0482267495783415	1.6	489.58	782.24	NA
Qsl4LqI_fi1KIUl6kE	SYNJ2BP	0.0482267495783415	1.53	105.73	162.01	synaptojanin 2 binding protein
NggnpfYTpxQ55e5N3U	OSTF1	0.048244501215857	1.45	242.82	350.96	osteoclast stimulating factor 1
fiReU.5fk2.V205P1E	CETN2	0.0482710259359312	1.49	1115.23	1666.47	centrin, EF-hand protein, 2
NoXN6F3SR7AMv_v_6Q	NIN	0.0483022243183409	-1.75	134.66	77.01	ninein (GSK3B interacting protein)
9X1L7fgSXh16SVzoL0	NBPF9	0.0483275200096875	-1.48	1608.3	1083.82	neuroblastoma breakpoint family, member 9
3TXPfmTyRe8U8wpUQk	NA	0.0483275200096875	1.42	72.79	103.63	NA
KeyPr9TEqC91tc5Dv0	SCML1	0.048382376078864	-1.47	99.12	67.29	sex comb on midleg-like 1 (Drosophila)
cRUpDfl96.fUlE_If0	FHL2	0.0485473338021274	-1.48	1806.06	1223.63	four and a half LIM domains 2
Nl0oAQhd7kXR.6dHkk	POLE	0.0486512687840459	-1.52	156.43	103.22	polymerase (DNA directed), epsilon, catalytic subunit
0Xe.BLX6FPeNS9FLK8	TMEM230	0.0486512687840459	-1.52	1173.58	771.32	transmembrane protein 230
od8q77LJ4BOiObJ7Tk	BMPR2	0.0487927304139841	1.49	154.74	230.83	bone morphogenetic protein receptor, type II (serine/threonine kinase)
Z16HriPrrKXuA.lcvE	FANCG	0.0490818199218084	-1.6	172.37	107.94	Fanconi anemia, complementation group G
fuSNSoBStRRdp6c_fg	EIF2D	0.0490818199218084	-1.43	265.33	185.85	eukaryotic translation initiation factor 2D
WWOITW6.XRdRTEaXOc	PLEKHB2	0.049088780202803	-1.44	333.21	230.96	pleckstrin homology domain containing, family B (evectins) member 2
9pQSL7g7u6Cl.g7Ank	ESM1	0.0490998786171153	1.61	69.98	112.95	endothelial cell-specific molecule 1
HCA7U5JT.1BI57EW9M	STAG1	0.0490998786171153	-1.6	236.86	147.77	stromal antigen 1
WClKEgGWIoFCOFfvqk	ROBO3	0.049281454547496	1.51	107.24	162.17	roundabout guidance receptor 3
uvnNqhxDpRtrervC50	NA	0.0493087821340865	-1.43	9365.02	6560.53	NA
K7RPvruR.ur315M8H4	PPP2CA	0.0494386282006152	-1.51	617.99	410.02	protein phosphatase 2, catalytic subunit, alpha isozyme
oqxQnXedVH_yJck4ro	C10orf2	0.0497602118818803	-1.61	148.5	92.4	chromosome 10 open reading frame 2
QxeSeVSihiijvSOiQs	GPR108	0.0497602118818803	1.48	159.04	235.89	G protein-coupled receptor 108
faG.bohx.lCBxPUU0g	PVRL3	0.0497644764550198	1.46	216.21	316.7	poliovirus receptor-related 3
Be1Z5u.1342oHXn3X4	MT1X	0.0499103738040065	1.64	614.26	1005.69	metallothionein 1X
xXLgIpJ_AeI7gRNJ_U	DPP4	0.0499103738040065	1.56	177.05	276.54	dipeptidyl-peptidase 4
9HRvEhV3FX0l5XEmH0	MRPL4	0.0500108531884378	-1.42	88.08	62.15	mitochondrial ribosomal protein L4
rnlXbbkae67kpXnnqU	NA	0.0500108531884378	1.5	75.45	113.17	NA
3ruDUjOa3w9f6AxEvY	RABGEF1	0.0503032734472881	1.48	104.11	154.53	RAB guanine nucleotide exchange factor (GEF) 1
B4.dHiKB.3FK_qTOok	PRKAA1	0.0503819378701814	-1.55	437.07	281.68	protein kinase, AMP-activated, alpha 1 catalytic subunit
ufoLrl7oisCen9iKAE	CHEK2	0.0503819378701814	-1.53	128.94	84.51	checkpoint kinase 2
uu3qV6J6jhPi.ieeF4	MAGED1	0.0504443417265151	1.64	749.95	1227.81	melanoma antigen family D1
xinjtCRRFUFUm3bi1g	PDGFRL	0.0504443417265151	-1.53	219.77	143.31	platelet-derived growth factor receptor-like
lO4DeVqRF05ew1SR3o	GCLM	0.0504443417265151	-1.53	240.41	156.87	glutamate-cysteine ligase, modifier subunit
ZlekT1T_57rs17v1_0	CPA4	0.0504553972903011	1.7	263.13	446.12	carboxypeptidase A4
fh61eV018l6l9VIrPA	EDC3	0.0504851208406218	-1.5	117.27	78.37	enhancer of mRNA decapping 3
uUqSSJ6juuTl.uxOlE	PAMR1	0.0506186136041821	1.87	228.77	428.8	peptidase domain containing associated with muscle regeneration 1
H5HSV1SQot5R2Z_Chs	NA	0.0507425260577246	1.57	163.26	256.68	NA
cBI2oB97g7T4K4y4V4	SPATA7	0.0509074037858147	1.48	85.32	126.29	spermatogenesis associated 7
0PI9.dEldIKBSV5Qgc	NA	0.0510115908480523	1.5	118.73	177.74	NA
6KhTnqXeZd7EFHnWB0	SLC22A18	0.0511301989592813	1.44	62.53	90.08	solute carrier family 22, member 18
fJoiBH.p94qU_epyuQ	GABARAPL2	0.0512675162092672	1.43	861.51	1228.32	GABA(A) receptor-associated protein like 2
BS6TIdfRE0e6RSQcfc	LSM1	0.0512903469895998	-1.75	2512.45	1433.12	LSM1 homolog, mRNA degradation associated
iSpBJUVXLEHjnV4hBc	LAS1L	0.0512903469895998	-1.45	325.91	224.94	LAS1-like, ribosome biogenesis factor
roC6BSA65Qp7p71f24	STK19	0.0512903469895998	1.5	220.21	330.25	serine/threonine kinase 19
WR1KULuXyRi4US.DIU	CDCA7L	0.0513666273884059	-1.59	139.49	87.5	cell division cycle associated 7-like
E6_UohJCQJSShOC_c8	PSAP	0.0513666273884059	1.59	1541.66	2447.63	prosaposin
N..WBlZJKtIKiutldY	STAG3L1	0.0513781544032361	-1.42	102.07	72.13	stromal antigen 3-like 1 (pseudogene)
T8VSWtQXjXu1T7CiCg	ITGB1	0.0513781544032361	1.56	1280.55	1994.08	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
H96_UohJCQJSShOC_c	PSAP	0.0513781544032361	1.51	1636.26	2475.32	prosaposin
KpRe1Fu6lue7XztPsM	MXD4	0.0515687886859762	1.54	301.3	463.66	MAX dimerization protein 4
xQkV1dytSoc0SCCSk4	FAM111A	0.0516108645773777	-1.63	207.57	127.18	family with sequence similarity 111, member A
95JQ5IA6tJ1.iBV1UU	YIPF3	0.0516859161152336	1.53	351.53	536.9	Yip1 domain family, member 3
Hp8CIWCVbBBQOQ7upY	LOC100128905	0.0516859161152336	1.43	74.78	107.11	uncharacterized LOC100128905
Tnzt7MoO0S5COeclSk	NA	0.0516859161152336	1.57	247.42	388.58	NA
05GRvqiC2lfqN.d_LQ	DDA1	0.0516859161152336	1.52	492.52	750.08	DET1 and DDB1 associated 1
Ncd91ff036r6siARAo	TOMM70A	0.0517430316739388	-1.44	560.7	390.04	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
E4lQPUenXUeAHHAWug	SYTL2	0.0518229742829769	1.44	151.96	218.95	synaptotagmin-like 2
rcIsIe6zKoNTilrhAU	NA	0.0518229742829769	-1.5	108.37	72.16	NA
0S7ROeemsAJBULtI0U	NA	0.0518229742829769	1.5	115.84	173.41	NA
9iV15eon73_grniXg8	FAM46B	0.0518229742829769	-1.56	102.34	65.77	family with sequence similarity 46, member B
lzjct6g04kDhK7wZT0	NA	0.0518229742829769	1.43	78.06	111.33	NA
xifcAeg4Sg6XXV8nV4	FKBP1A	0.0521325888135196	1.42	951.18	1347.03	FK506 binding protein 1A, 12kDa
x_3fmudOO7qkRoKT54	RAB11A	0.0521614667826365	1.45	369.38	534.89	RAB11A, member RAS oncogene family
ceeyeUeIIKa4dSddUw	NDUFA7	0.0521689802117942	-1.44	712.31	494.49	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa
cXfiegZeAeiXRgqeec	SLC3A2	0.0522843791315195	-1.67	609.05	364.31	solute carrier family 3 (amino acid transporter heavy chain), member 2
o6OFO4UH5EI6iR2Dek	NA	0.0526935902743624	1.5	102.79	153.72	NA
iKLp5J4c7PXgeiVSFY	CAPNS1	0.0527362112628149	1.54	554.6	853.1	calpain, small subunit 1
cTi547v_kjif0nil44	CASC4	0.0527362112628149	1.55	214.15	332.21	cancer susceptibility candidate 4
iVNFB_UF9UfVGrDjPw	NA	0.0527362112628149	1.61	69.28	111.66	NA
xu.jfK3TjeLkxXdSgo	UPF3B	0.0527362112628149	-1.53	342.25	223.65	UPF3 regulator of nonsense transcripts homolog B (yeast)
fnu6X4sDVvF3eJdrxU	B4GAT1	0.0527362112628149	1.55	176.02	272.15	beta-1,4-glucuronyltransferase 1
Wvnn08vrqIKhE1Hfoo	RAB9A	0.052781316828182	1.46	474.09	690.92	RAB9A, member RAS oncogene family
u5yukkdYrNwKsheheU	MARCH9	0.0528283043306424	1.43	147.94	212.07	membrane-associated ring finger (C3HC4) 9
65m0l6Bqfj55Xwe73g	DDX31	0.0528283043306424	-1.44	104.8	72.92	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31
cS97X4NWHIz9_V3rdI	DDX21	0.0528960242402463	-1.66	837.3	505.35	DEAD (Asp-Glu-Ala-Asp) box helicase 21
rjl96N8JS_0uitdKnk	PRRX1	0.0529286446169609	1.82	312.07	567.06	paired related homeobox 1
N15nVaR7qH2l9SCiv8	DNLZ	0.052991215962744	-1.53	492.57	322.36	DNL-type zinc finger
iUu_guiXrqCz_jTiIo	KRT80	0.0531976594323447	-1.65	90.55	54.86	keratin 80, type II
x57ezV_iwgrLpOrou4	CALM1	0.0532018395447805	-1.51	778.01	516.63	calmodulin 1 (phosphorylase kinase, delta)
ovvJ5I8FUlXe33vCxI	KIFAP3	0.0532399741824118	1.59	239.99	381.64	kinesin-associated protein 3
xL74krW4PtJme6mHu4	MARCH3	0.0532399741824118	-1.52	141.29	93.02	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase
6f7g14RHjI6qPtjSIE	HERC4	0.0535123307625075	1.56	105.36	164.37	HECT and RLD domain containing E3 ubiquitin protein ligase 4
EH4kIeMUXm7V9dVi0o	GUSB	0.0535672463147827	-1.43	334.56	234.02	glucuronidase, beta
Bl3rB_quj9fqd3K7Hk	ZNF275	0.0535672463147827	-1.45	145.32	100.56	zinc finger protein 275
frTvcZV_uVEewgrT1k	PDIA5	0.0535672463147827	1.63	200.19	326.37	protein disulfide isomerase family A, member 5
ul690Lv1yEiKRerSzw	CYTH1	0.0537575656419263	1.52	222.78	337.8	cytohesin 1
uV0PWKAqHpUg1K8MTo	RUNX2	0.0537575656419263	-1.57	125.6	79.87	runt-related transcription factor 2
o67h4JQSuEa02CJJIQ	ABHD12	0.0538197884644232	1.46	249.61	364.86	abhydrolase domain containing 12
0KpKj9199_tenVCp94	GRIPAP1	0.0538831327210385	1.43	120.09	171.63	GRIP1 associated protein 1
fvtJ91V9Je.eSSUq90	PHC2	0.0538831327210385	-1.47	139.63	94.73	polyhomeotic homolog 2 (Drosophila)
Z6x4bDZnRQkrngKdWg	BORCS7	0.0538831327210385	1.4	224.99	315.37	BLOC-1 related complex subunit 7
copX1QruuHuXx7E52g	MSRB1	0.0539060355033361	-1.46	575.28	393.58	methionine sulfoxide reductase B1
rVop7_O15GJX34CxXg	ERCC1	0.053927435168938	1.42	338.94	480.66	excision repair cross-complementation group 1
3oMfFAiiwU3eKuo96o	MIS18A	0.0541218470489328	-1.57	134.2	85.62	MIS18 kinetochore protein A
rlO6kuCTlDuNDVywCU	RNF135	0.0542870752958122	1.47	169.86	249.36	ring finger protein 135
xZHfxp9rpwp15_eR3w	HIST1H4H	0.0543908253343352	1.44	136.2	195.75	histone cluster 1, H4h
9VKiAI1OKE._E0yFqI	TUBG1	0.0546298088039373	-1.42	117.32	82.86	tubulin, gamma 1
l6qEigXqi1Nk7XEN50	KDM2A	0.054688662684505	-1.47	288.78	196.79	lysine (K)-specific demethylase 2A
EU0oP4vd3BUnx7qEyg	ASAP1	0.0548219281386915	-1.5	406.36	270.52	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
uh7748vPPkCR7RaXSo	PFAS	0.0550665815778065	-1.61	274.63	170.06	phosphoribosylformylglycinamidine synthase
0Si_60s7deRJ6gUY3E	SUCLG1	0.0551027063758425	-1.4	979.64	699.3	succinate-CoA ligase, alpha subunit
NUqSTuPT_qOgoN7Vk0	LSM2	0.0553177430318788	-1.69	991.26	585.24	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
0XHqK6hV.T.S.503Kg	H2AFY	0.0553177430318788	-1.55	586.89	378.58	H2A histone family, member Y
WR44PxXQv19d7FHefU	GSPT2	0.0553403735812794	1.43	140.88	201.6	G1 to S phase transition 2
EpdXknpQ4cRLojBUkk	NCAPH2	0.0553819359932173	-1.46	223.3	153.33	non-SMC condensin II complex, subunit H2
rOTSdl6h6d7jACFXVk	KLHL22	0.0553819359932173	1.44	172.16	247.1	kelch-like family member 22
Te003USVFTVeJEcFF0	S100A11	0.0553831104738745	1.46	911.17	1325.82	S100 calcium binding protein A11
BJIHip6jPXTrpJnTJg	STMN3	0.0555365698575363	1.58	72.2	113.73	stathmin-like 3
TpU8h7_SpNHn1V4RdE	GINS3	0.0555548201520812	-1.52	224.58	148.19	GINS complex subunit 3 (Psf3 homolog)
E5w5yFLPwqcN0RdfJ4	LHFPL2	0.0555548201520812	1.57	187.98	294.6	lipoma HMGIC fusion partner-like 2
BVyJeKIKeKHnqJxI0k	NA	0.0556923487160977	-1.49	168.71	112.89	NA
xrr_6oq4SroysSj6iE	LTBP2	0.0558864545449241	1.61	97.67	157.51	latent transforming growth factor beta binding protein 2
WkpUoIEk0oLUgpAIJI	SPAG5	0.0558864545449241	-1.52	138.11	90.85	sperm associated antigen 5
xCh31FIjqAFHqihyhU	PDIA3P1	0.055906488851769	1.56	151.7	236.01	protein disulfide isomerase family A, member 3 pseudogene 1
KUfiW8LnlD7EM5Up_Q	LAMTOR3	0.055906488851769	1.5	450.94	676.87	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
NdFQumk3waT66Ceq0g	LAMTOR2	0.055906488851769	1.41	927.44	1304.36	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
NLIU3cle64CKxHYO.k	EMC1	0.0560161771958817	1.51	274.06	414.04	ER membrane protein complex subunit 1
KlR6X6NN105EVov8Xk	NA	0.0560168197808353	-1.49	106.93	71.81	NA
0TpZCetCl50ewE6d7E	POLDIP2	0.056041491402079	-1.44	181.39	125.97	polymerase (DNA-directed), delta interacting protein 2
9uCm.66iUigJI0Lgi4	NA	0.056041491402079	1.42	77.38	109.56	NA
HHQq60nQ5xEiRof_j0	IL10RB	0.056041491402079	1.43	567.98	814.85	interleukin 10 receptor, beta
ficp0q4n_nqvlfuyxI	SNX21	0.056041491402079	1.51	208.82	315.52	sorting nexin family member 21
rgU1XkiTUqK.dlUMl0	GPHN	0.056041491402079	-1.47	103.25	70.24	gephyrin
WduNVJUWU6WXEB6540	NA	0.056041491402079	-1.56	834.17	536.38	NA
QKF6lPkFAOqH16sqK0	VAT1	0.0562592260123032	1.56	396.05	618.01	vesicle amine transport 1
Br6C9JUB4KqU5ftSR4	KAT2A	0.0568072055189736	-1.52	307.78	202.65	K(lysine) acetyltransferase 2A
fiqER3kUF0eoR.5fVg	CD70	0.0568072055189736	-1.94	358.76	184.75	CD70 molecule
HohZok1CB6CcLMZ5ro	SP100	0.0568072055189736	1.42	168.87	239.57	SP100 nuclear antigen
TK6x0JTnl18TX.6BIk	DBNDD2	0.0568072055189736	-1.41	321.88	228.25	dysbindin (dystrobrevin binding protein 1) domain containing 2
ilu.n9YkuBeOiuE0ek	TBC1D19	0.0568072055189736	1.59	130.76	208.53	TBC1 domain family, member 19
QI4q05JB0nbQ0HU47o	RFC4	0.0569961200666148	-1.69	692.55	410.13	replication factor C (activator 1) 4, 37kDa
N1HteUKxF0sdV9UHgs	CTSB	0.0572361549733879	1.58	608.47	960.3	cathepsin B
fU6KhUypyEf4pCSinc	MESP1	0.0572790330791699	-1.58	94.18	59.79	mesoderm posterior bHLH transcription factor 1
i6g.p9Md.f5BJLverg	RNF14	0.0572891591477047	1.42	369.53	524.11	ring finger protein 14
ZLEBKHtKuqu_uewitE	UBTF	0.0572891591477047	-1.45	115.78	79.96	upstream binding transcription factor, RNA polymerase I
EoeKhQoBOOqikiKkIs	PODXL	0.0573562074601726	2.28	82.88	188.93	podocalyxin-like
r5OgFNEn5e6oUdJe6s	EBP	0.0574743793249277	-1.52	179.14	118.19	emopamil binding protein (sterol isomerase)
cC5CCiIU2KOqcoqJ5I	NUDT1	0.0574743793249277	-1.53	129.57	84.77	nudix (nucleoside diphosphate linked moiety X)-type motif 1
3e90qFN2nl17FSHcF4	TSEN54	0.057567303645693	-1.46	98.83	67.68	TSEN54 tRNA splicing endonuclease subunit
ZgtzjsBH_XXux7tMBo	ANXA2P1	0.0577728496363987	1.66	2126.74	3538.84	annexin A2 pseudogene 1
KChWn6n3k7XFXhVJdA	NA	0.0577728496363987	-1.38	88.96	64.46	NA
KnaLe75ePoCyCd67Oc	FBXL2	0.0578448608232045	1.44	134.29	192.8	F-box and leucine-rich repeat protein 2
NnyXF8AqdYEcTyXEvo	PNO1	0.0578448608232045	-1.53	233.28	152.26	partner of NOB1 homolog
NIJPvAt3fRXltO3C0g	NA	0.0578542320060414	-1.64	2721.92	1657.57	NA
H9F5JQaXoNkCIRR3qQ	NA	0.0580176627043171	-1.65	259.05	156.97	NA
oihoShWRJCRexGlhO8	TXNDC5	0.058240732698126	-1.57	162.28	103.44	thioredoxin domain containing 5 (endoplasmic reticulum)
6ZRRJSJFiuSnTWkdRQ	NA	0.0583904029408926	-1.52	121.57	79.86	NA
iURFSiCujC6nFCp9eQ	C19orf48	0.0584283615599575	-1.53	109.22	71.48	chromosome 19 open reading frame 48
oqQiIRpt.6Ai6zNJeo	TTC37	0.0584621774486558	1.49	332.42	493.7	tetratricopeptide repeat domain 37
H4vv_iwzVEHqsoJ0oc	CNOT8	0.05851837421919	1.48	227.85	338.09	CCR4-NOT transcription complex, subunit 8
u0YEMn5ncd7Lzuj5Yk	MFSD1	0.0586511616392757	1.4	979.99	1375.86	major facilitator superfamily domain containing 1
r7J67r56D73z6X5PHk	ITGB1	0.0587719438708538	1.45	2299.5	3323.08	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
9ZqT99R5W3ioGcLLu0	EMC6	0.0587719438708538	-1.41	311.77	221.73	ER membrane protein complex subunit 6
uQq5OtQ73SKTq65.7k	SLC25A5	0.0587719438708538	-1.44	5266.01	3658.62	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5
u1Xwj6ggoQo70dpHH0	MALT1	0.0588845400890303	-1.65	187.52	113.57	MALT1 paracaspase
xvrrv4q_nIDgJej.uU	GCA	0.0588845400890303	-1.5	101.34	67.36	grancalcin, EF-hand calcium binding protein
NXq3SVZsaX9GLfQl9I	TMSB15B	0.0590341138532936	-1.65	196.97	119.7	thymosin beta 15B
rSS5Re3To57CBdGiSQ	NA	0.0591532580196205	1.49	90.84	135.21	NA
QrtTSwcVX955XRe5AE	EMG1	0.0593003599326358	-1.47	566.59	384.6	EMG1 N1-specific pseudouridine methyltransferase
cACBRcjUDdLQjRLcrc	SRSF10	0.0593211580945819	-1.56	183.39	117.54	serine/arginine-rich splicing factor 10
T_S67nrj.kS4neaCq0	POLD3	0.0593777817482198	-1.5	120.25	80.29	polymerase (DNA-directed), delta 3, accessory subunit
x453XXFIuCVEi1dRdQ	TRAPPC1	0.0594923700691802	1.48	547.26	807.65	trafficking protein particle complex 1
KqOhjdUX9qU75VbiUM	AXL	0.0594923700691802	-1.5	1914.05	1280.04	AXL receptor tyrosine kinase
QopQEk.lL696Tp_g6o	OR56B1	0.0594923700691802	-1.44	95.73	66.7	olfactory receptor, family 56, subfamily B, member 1
TTJPeeX3y_6ECarSek	NA	0.0596669394930646	-1.51	197.54	130.54	NA
WR0peFyn6i0B50z4kw	GTF3C2	0.0597170188924018	-1.52	165.84	108.92	general transcription factor IIIC, polypeptide 2, beta 110kDa
KCRaDlDwciFdSVUKoo	LRP10	0.0598117232979034	1.48	654.36	967.61	low density lipoprotein receptor-related protein 10
NkxwtXoiWTQoonD5Uo	TADA3	0.0598117232979034	-1.42	138.62	97.97	transcriptional adaptor 3
BriQKpq1ennul1XhVc	FKBP2	0.0598935952229447	1.39	69.9	97.3	FK506 binding protein 2, 13kDa
iRfeA55zKnrN7AIM14	DNAJB4	0.0599068430600601	1.47	131.9	194.15	DnaJ (Hsp40) homolog, subfamily B, member 4
fTneb76.RSfeV0TkSo	SLC20A1	0.0600390207885664	1.77	761.7	1346.44	solute carrier family 20 (phosphate transporter), member 1
Q5IruC4kCgIsu22aec	FANCB	0.0602316516176181	-1.57	97.93	62.43	Fanconi anemia, complementation group B
0k_0h9DddOnelte.wk	MIR100HG	0.0602316516176181	1.53	272.2	416.38	mir-100-let-7a-2 cluster host gene
0tNiSSXt_7iu95ajIA	GGT1	0.0602316516176181	1.51	75.91	114.69	gamma-glutamyltransferase 1
0Ju3s.O7iieen5Lmbk	BCL2L1	0.0605682216970387	1.52	1246.32	1892.95	BCL2-like 1
K7do1sifpExyOdBA54	NA	0.0608444331252347	1.49	71.05	105.59	NA
WXfb0X6dOt9Sr.zXp4	PHKA2	0.0610768381328622	-1.56	110.82	70.99	phosphorylase kinase, alpha 2 (liver)
3R6SXehEvR1gNUjiFU	NA	0.0611016722234841	-1.45	93.77	64.78	NA
H1BJ.230u3w7oLwV8U	YES1	0.0611923387628134	1.46	378.85	553.37	YES proto-oncogene 1, Src family tyrosine kinase
0XUbj1xJL0JZokUIro	RBMX	0.0611951946101462	-1.39	330.56	238.13	RNA binding motif protein, X-linked
EF3.vqgq6T3nhRJHUE	NRBP2	0.0611951946101462	1.58	284.96	449.23	nuclear receptor binding protein 2
9p9edCEWPWcT1FQRFI	RBBP8	0.0611951946101462	-1.49	656.93	439.7	retinoblastoma binding protein 8
rX5VQ9TSFCnkLpXU9s	DPP3	0.0611951946101462	-1.45	134.63	93.04	dipeptidyl-peptidase 3
EuVBB.H5cQa9EB6BKU	PNPT1	0.0611951946101462	-1.41	145.88	103.5	polyribonucleotide nucleotidyltransferase 1
WSev16s5eh75Uuwje4	CRBN	0.0612425878909193	1.43	147.53	210.49	cereblon
B7JXoXl19XapTH3v1M	TCTA	0.0613316654622836	1.49	154.56	230.82	T-cell leukemia translocation altered
fgHvgnkgUGK6WDX30o	FTH1P12	0.0613621263422842	1.7	3205.6	5446.48	ferritin, heavy polypeptide 1 pseudogene 12
0lzjRfk6EkNewE0SLo	KLHDC2	0.0614208050043691	1.47	237.47	349.94	kelch domain containing 2
WXVxXl7fe_Oefr_0qc	TMEM217	0.0616307645761103	1.44	106.67	153.57	transmembrane protein 217
uV6nvqKBI4hLpzIJH4	IRAK2	0.0616585587965121	1.46	149.86	218.69	interleukin-1 receptor-associated kinase 2
iAepXghr1JftfXu51c	TMEM55B	0.0617789563949522	-1.5	149.27	99.2	transmembrane protein 55B
fVP7Vdd5JwF9wpd5do	EPS15L1	0.0618640404699842	-1.4	114.05	81.32	epidermal growth factor receptor pathway substrate 15-like 1
ooveKded1TUXt7XpcM	AP2M1	0.0618730678945995	1.44	1027.81	1480.93	adaptor-related protein complex 2, mu 1 subunit
QckkeqEoOHrV_KK24Q	C14orf80	0.0618852534791395	-1.43	94.24	65.95	chromosome 14 open reading frame 80
rqd_zS5Sew7.wOS6eU	WAPL	0.061954064478197	-1.56	135.73	87.19	WAPL cohesin release factor
xFSlAFO6uRAlKR5Qug	ZNF672	0.0620189606231639	-1.46	125.74	86.12	zinc finger protein 672
flNOuHtOvcSA5XU7tU	SCAMP1	0.0620523910097123	1.46	591.53	865.79	secretory carrier membrane protein 1
9edYSSVSgMag69KhQs	SCAF11	0.0621263655966129	-1.44	149.44	103.7	SR-related CTD-associated factor 11
lxIFNR_FwcXVelmd2c	ELF4	0.0621263655966129	-1.44	245.37	170.19	E74-like factor 4 (ets domain transcription factor)
TleWgkj4Ukgexe_KR8	KEAP1	0.0621597745874042	-1.53	220.43	144.1	kelch-like ECH-associated protein 1
ugt6isczSey_rD1C54	TMEM106B	0.0621597745874042	-1.5	177.03	118.31	transmembrane protein 106B
0JlovX7pYbkUKEoI7Q	RCC1	0.0621936956747445	-1.47	83.72	56.84	regulator of chromosome condensation 1
0w.eCSAKXpZ2dVpee4	NA	0.0621936956747445	1.44	67.01	96.44	NA
NTU6qQuhLiwXmncXog	TTLL1	0.0621936956747445	1.42	89.1	126.16	tubulin tyrosine ligase-like family member 1
0miRCkLi.ke0lUhbCc	WASF3	0.0623982390373398	-1.46	140.32	96.25	WAS protein family, member 3
WfRSa_o_lSfoufu61A	RMND5A	0.0624076945566064	1.53	72.42	110.85	required for meiotic nuclear division 5 homolog A
03tSCXVYVVCc.nRPBA	SPRED2	0.0624469872787507	-1.44	97.71	67.89	sprouty-related, EVH1 domain containing 2
u_M5UdFdhg3lZ.qe64	UBE2G1	0.0625946613853121	-1.57	203.18	129.17	ubiquitin-conjugating enzyme E2G 1
3p0.o5zSgITrTXIgC4	CCDC90B	0.0625946613853121	1.41	103.9	146.43	coiled-coil domain containing 90B
rqEqc_MK1X675ffk3U	GLMP	0.0625946613853121	1.48	583.73	866.81	glycosylated lysosomal membrane protein
0Uvp50qIjnc3px2zYE	ANKRA2	0.0625946613853121	1.38	128.94	177.32	ankyrin repeat, family A (RFXANK-like), 2
ldJER5S31UM3t13Q9U	ARPP19	0.0628495348462824	-1.53	125.07	81.78	cAMP-regulated phosphoprotein, 19kDa
orHeeLqQp4IIpe6Dkk	ALDH3A2	0.0631755432502961	1.44	316.23	453.87	aldehyde dehydrogenase 3 family, member A2
Z3eg_6C6_giwWUKUU0	RPA3	0.0631755432502961	-1.5	1744.9	1160.96	replication protein A3, 14kDa
fhXuiA9vvVHgOh4ewY	SLC22A4	0.0632443249115523	1.41	189.75	267.65	solute carrier family 22 (organic cation/zwitterion transporter), member 4
66F5XqUR4V4xKTpIIM	CSF2	0.0632443249115523	-1.81	181.1	100.26	colony stimulating factor 2 (granulocyte-macrophage)
uxIyKXRVd6hR6R0q78	SNHG7	0.0633472855137684	-1.41	202.79	144.26	small nucleolar RNA host gene 7
9eXWjLVYifvWCQkV5I	BOLA2	0.0633472855137684	-1.41	122.64	86.99	bolA family member 2
WpSg16t5B.oAdd9EwQ	CPQ	0.0633472855137684	1.58	136.74	216.58	carboxypeptidase Q
oW_q72_4X5A67TFSgk	HYLS1	0.0633472855137684	-1.62	177.75	109.46	hydrolethalus syndrome 1
BR6cfeC96fX3dyii24	MTX3	0.0633472855137684	-1.54	149.91	97.6	metaxin 3
0y_n_3tK5LemotSikk	PIGS	0.0633472855137684	1.51	173.09	261.83	phosphatidylinositol glycan anchor biosynthesis, class S
l86KKaV68d6KCSKc6A	HNRNPA1	0.0633642414378011	-1.4	95.49	68.19	heterogeneous nuclear ribonucleoprotein A1
lQM06K1ej4ACJd1R10	NA	0.0634563948652454	-1.41	1594.49	1129.62	NA
QFLEkopLAiuCTPl6ek	SNTB2	0.0636433787728116	-1.43	103.57	72.36	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)
